"image","xmin","ymin","xmax","ymax","label"
"3%20(293).JPG",2859.194805194805,2486.805194805195,3410.4155844155844,3008.5714285714284,"Pole"
"3%20(290).JPG",2249.064935064935,669.038961038961,3174.779220779221,3883.792207792208,"Pole"
"3%20(294).JPG",2122.8311688311687,639.5844155844156,3385.1688311688313,2305.87012987013,"Transformer"
"3%20(294).JPG",2699.2987012987014,521.7662337662338,3200.0259740259744,934.1298701298701,"Pole"
"3%20(292).JPG",738.4675324675325,54.701298701298704,1331.7662337662337,3723.896103896104,"Pole"
"3%20(291).JPG",2324.805194805195,1161.3506493506493,2787.6623376623374,3845.9220779220777,"Pole"
"3%20(297).JPG",1609.4805194805194,740.5714285714286,3183.194805194805,2937.038961038961,"Transformer"
"3%20(297).JPG",713.2207792207793,8.415584415584416,1655.7662337662337,3858.5454545454545,"Pole"
"3%20(295).JPG",2072.3376623376626,2145.974025974026,3078,3458.8051948051952,"Transformer"
"3%20(295).JPG",2089.1688311688313,521.7662337662338,3141.1168831168834,3854.337662337662,"Pole"
"3%20(298).JPG",2876.025974025974,1670.4935064935066,3435.6623376623374,2209.090909090909,"Transformer"
"3%20(298).JPG",2530.987012987013,1784.1038961038962,2817.116883116883,2044.987012987013,"Pole"
"3%20(296).JPG",3035.922077922078,1657.8701298701299,3970.0519480519483,2941.2467532467535,"Transformer"
"3%20(296).JPG",2524.6753246753246,803.6883116883117,3010.675324675325,3833.2987012987014,"Pole"
"3%20(299).JPG",2497.3246753246754,1173.974025974026,2724.5454545454545,3850.12987012987,"Pole"
"3%20(299).JPG",2766.6233766233768,1821.974025974026,3204.2337662337663,2587.792207792208,"Transformer"
"3%20(30).JPG",2379.5064935064934,2002.909090909091,2711.9220779220777,2314.285714285714,"Pole"
"3%20(30).JPG",3115.87012987013,3319.948051948052,3923.7662337662337,3888,"Transformer"
"3%20(30).JPG",2291.1428571428573,2667.7402597402597,2995.948051948052,3610.285714285714,"Transformer"
"3%20(300).JPG",2400.5454545454545,1342.2857142857142,3347.2987012987014,3042.233766233766,"Transformer"
"3%20(300).JPG",1849.3246753246754,12.623376623376624,2282.727272727273,3850.12987012987,"Pole"
"3%20(301).JPG",2547.818181818182,0,2766.6233766233768,3353.6103896103896,"Pole"
"3%20(301).JPG",2791.87012987013,96.77922077922078,3193.714285714286,778.4415584415584,"Transformer"
"3%20(302).JPG",2930.727272727273,0,3587.1428571428573,715.3246753246754,"Transformer"
"3%20(302).JPG",2543.6103896103896,0,2884.4415584415583,3862.753246753247,"Pole"
"3%20(3).JPG",2261.688311688312,4.207792207792208,2779.2467532467535,3441.974025974026,"Pole"
"3%20(306).JPG",1407.5064935064936,866.8051948051948,2695.090909090909,2802.3896103896104,"Transformer"
"3%20(306).JPG",2741.3766233766232,8.415584415584416,3347.2987012987014,3858.5454545454545,"Pole"
"3%20(305).JPG",2417.3766233766232,1182.3896103896104,2766.6233766233763,3879.5844155844156,"Pole"
"3%20(305).JPG",1672.5974025974026,1843.012987012987,2375.2987012987014,2932.8311688311687,"Transformer"
"3%20(303).JPG",2530.987012987013,896.2597402597403,2779.246753246753,3850.12987012987,"Pole"
"3%20(303).JPG",2493.116883116883,1131.896103896104,2968.5974025974024,1885.0909090909092,"Transformer"
"3%20(304).JPG",2606.727272727273,0,2892.857142857143,3016.9870129870133,"Pole"
"3%20(307).JPG",2396.3376623376626,0,2665.636363636364,3858.5454545454545,"Pole"
"3%20(307).JPG",1803.0389610389611,4.207792207792208,2358.4675324675327,509.1428571428571,"Transformer"
"3%20(31).JPG",2501.5324675324678,0,3204.2337662337663,3858.5454545454545,"Pole"
"3%20(31).JPG",2084.961038961039,1123.4805194805194,3301.0129870129867,2852.8831168831166,"Transformer"
"3%20(31).JPG",3658.6753246753246,4.207792207792208,4857.896103896104,1628.4155844155844,"Transformer"
"3%20(31).JPG",2228.025974025974,4.207792207792208,3372.5454545454545,374.49350649350646,"Transformer"
"3%20(311).JPG",2299.5584415584417,555.4285714285714,2610.935064935065,3833.2987012987014,"Pole"
"3%20(311).JPG",2215.4025974025976,4.207792207792208,2842.3636363636365,572.2597402597403,"Transformer"
"3%20(310).JPG",1840.909090909091,782.6493506493507,3170.5714285714284,2907.5844155844156,"Transformer"
"3%20(310).JPG",2063.9220779220777,12.623376623376624,2850.779220779221,3841.714285714286,"Pole"
"3%20(309).JPG",2169.116883116883,1561.090909090909,2749.7922077922076,2453.142857142857,"Transformer"
"3%20(309).JPG",2215.4025974025976,593.2987012987013,2640.3896103896104,3854.3376623376626,"Pole"
"3%20(308).JPG",2484.7012987012986,8.415584415584416,2758.207792207792,2150.181818181818,"Pole"
"3%20(314).JPG",1592.6493506493507,21.03896103896104,2934.935064935065,3829.0909090909095,"Pole"
"3%20(313).JPG",2509.948051948052,1098.2337662337663,2913.8961038961043,1514.8051948051948,"Pole"
"3%20(315).JPG",565.948051948052,113.61038961038962,906.7792207792209,450.2337662337663,"Pole"
"3%20(316).JPG",2859.194805194805,1775.6883116883116,3149.5324675324673,2066.025974025974,"Pole"
"3%20(312).JPG",2278.5194805194806,1758.857142857143,2476.285714285714,1956.6233766233768,"Pole"
"3%20(32).JPG",782.6493506493508,0,1321.2467532467533,2436.311688311688,"Pole"
"3%20(32).JPG",1933.4805194805194,1270.7532467532467,3149.5324675324673,2979.1168831168834,"Transformer"
"3%20(32).JPG",397.6363636363636,2549.922077922078,1664.181818181818,3888,"Transformer"
"3%20(32).JPG",435.50649350649354,328.20779220779224,1664.1818181818182,1843.012987012987,"Transformer"
"3%20(318).JPG",2329.012987012987,0,2930.727272727273,3723.896103896104,"Pole"
"3%20(317).JPG",2257.4805194805194,883.6363636363636,2695.090909090909,3782.805194805195,"Pole"
"3%20(319).JPG",2084.961038961039,820.5194805194806,2434.207792207792,1140.3116883116884,"Pole"
"3%20(320).JPG",2202.779220779221,8.415584415584416,2901.2727272727275,3080.103896103896,"Pole"
"3%20(323).JPG",2026.051948051948,0,2977.012987012987,3845.922077922078,"Pole"
"3%20(323).JPG",3014.883116883117,1077.1948051948052,4315.090909090909,3029.6103896103896,"Transformer"
"3%20(325).JPG",2232.2337662337663,12.623376623376624,2964.3896103896104,3850.12987012987,"Pole"
"3%20(325).JPG",3120.0779220779223,0,4003.714285714286,462.8571428571429,"Transformer"
"3%20(324).JPG",2993.844155844156,33.66233766233766,4285.636363636364,2007.1168831168832,"Transformer"
"3%20(324).JPG",1857.7402597402597,12.623376623376624,2867.6103896103896,3854.3376623376626,"Pole"
"3%20(322).JPG",1853.5324675324675,669.038961038961,3574.5194805194806,3113.766233766234,"Transformer"
"3%20(322).JPG",2261.688311688312,21.03896103896104,3204.2337662337663,3841.714285714286,"Pole"
"3%20(321).JPG",3389.3766233766232,1439.064935064935,3801.7402597402597,1767.2727272727273,"Pole"
"3%20(321).JPG",3149.5324675324678,1826.1818181818182,4100.493506493507,2747.688311688312,"Transformer"
"3%20(327).JPG",2320.5974025974033,1220.2597402597403,2650.909090909091,3858.5454545454545,"Pole"
"3%20(33).JPG",2423.688311688312,1384.3636363636367,2825.532467532468,1742.0259740259744,"Pole"
"3%20(33).JPG",1104.5454545454545,2831.844155844156,2084.961038961039,3879.5844155844156,"Transformer"
"3%20(33).JPG",3309.4285714285716,3294.7012987012986,4247.766233766234,3888,"Transformer"
"3%20(326).JPG",2442.6233766233768,1805.142857142857,2817.1168831168834,2141.7662337662337,"Pole"
"3%20(329).JPG",2362.6753246753246,0,2846.5714285714284,3467.220779220779,"Pole"
"3%20(328).JPG",2173.3246753246754,841.5584415584416,2653.012987012987,3833.2987012987014,"Pole"
"3%20(332).JPG",2371.090909090909,1451.6883116883116,2833.948051948052,1805.142857142857,"Pole"
"3%20(333).JPG",2329.012987012987,1064.5714285714287,3250.5194805194806,3875.3766233766237,"Pole"
"3%20(331).JPG",2295.3506493506493,0,2724.5454545454545,2924.4155844155844,"Pole"
"3%20(330).JPG",2135.4545454545455,980.4155844155845,2636.181818181818,3829.090909090909,"Pole"
"3%20(334).JPG",2505.7402597402597,0,3435.6623376623374,3248.4155844155844,"Pole"
"3%20(339).JPG",2888.6493506493507,1939.7922077922078,3250.5194805194806,2259.5844155844156,"Pole"
"3%20(335).JPG",2476.285714285714,1009.8701298701299,2812.909090909091,1317.0389610389611,"Pole"
"3%20(336).JPG",2581.4805194805194,12.623376623376624,3099.038961038961,3690.2337662337663,"Pole"
"3%20(337).JPG",2118.6233766233768,1531.6363636363637,2947.5584415584417,3854.3376623376626,"Pole"
"3%20(338).JPG",2101.792207792208,25.246753246753247,3237.8961038961043,3795.428571428571,"Pole"
"3%20(343).JPG",2055.5064935064934,12.623376623376624,2833.9480519480517,3854.3376623376626,"Pole"
"3%20(34).JPG",2026.051948051948,1514.8051948051948,3246.311688311688,3231.5844155844156,"Transformer"
"3%20(34).JPG",355.5584415584416,2415.2727272727275,1575.818181818182,3888,"Transformer"
"3%20(34).JPG",0,972,462.8571428571429,2697.194805194805,"Transformer"
"3%20(34).JPG",896.2597402597403,12.623376623376624,1506.3896103896104,2356.3636363636365,"Pole"
"3%20(34).JPG",2495.220779220779,33.66233766233766,3067.4805194805194,3858.5454545454545,"Pole"
"3%20(341).JPG",2518.3636363636365,4.207792207792208,2922.3116883116886,3370.4415584415588,"Pole"
"3%20(342).JPG",2303.7662337662337,0,2863.402597402597,3879.5844155844156,"Pole"
"3%20(340).JPG",2451.038961038961,1115.064935064935,2770.8311688311687,3879.5844155844156,"Pole"
"3%20(344).JPG",2703.5064935064934,2423.688311688312,3061.1688311688313,2798.1818181818185,"Pole"
"3%20(348).JPG",2383.714285714286,0,2955.974025974026,2263.792207792208,"Pole"
"3%20(347).JPG",2560.4415584415583,824.7272727272727,2897.064935064935,1131.8961038961038,"Pole"
"3%20(346).JPG",2642.4935064935066,0,3054.857142857143,1956.6233766233765,"Pole"
"3%20(345).JPG",2497.3246753246754,1030.909090909091,2993.844155844156,3109.5584415584417,"Pole"
"3%20(35).JPG",1992.3896103896104,921.5064935064935,3540.857142857143,3038.025974025974,"Transformer"
"3%20(35).JPG",4142.571428571428,4.207792207792208,5184,1990.2857142857142,"Transformer"
"3%20(35).JPG",730.0519480519481,8.415584415584416,2169.1168831168834,1211.844155844156,"Transformer"
"3%20(352).JPG",2232.2337662337663,1186.5974025974026,2661.4285714285716,3866.961038961039,"Pole"
"3%20(352).JPG",1958.7272727272727,1119.2727272727273,2787.6623376623374,2318.493506493506,"Transformer"
"3%20(351).JPG",2417.3766233766232,1426.4415584415585,3490.363636363636,2390.0259740259744,"Transformer"
"3%20(351).JPG",2863.4025974025976,2541.5064935064934,3195.818181818182,2890.7532467532465,"Pole"
"3%20(350).JPG",2000.8051948051948,8.415584415584416,2484.7012987012986,2381.6103896103896,"Pole"
"3%20(349).JPG",2434.2077922077924,845.7662337662338,2766.6233766233768,1182.3896103896104,"Pole"
"3%20(355).JPG",1420.1298701298701,1047.7402597402597,2922.311688311688,3172.6753246753246,"Transformer"
"3%20(355).JPG",2854.9870129870133,340.83116883116884,3717.584415584416,3841.714285714286,"Pole"
"3%20(356).JPG",2206.987012987013,332.4155844155844,2800.285714285714,3812.2597402597403,"Pole"
"3%20(356).JPG",1605.2727272727273,711.1168831168832,2396.3376623376626,1817.7662337662339,"Transformer"
"3%20(354).JPG",2861.2987012987014,1342.2857142857142,3345.194805194805,3871.1688311688313,"Pole"
"3%20(354).JPG",2026.051948051948,1733.6103896103896,2884.4415584415583,2945.4545454545455,"Transformer"
"3%20(357).JPG",2358.4675324675327,4.207792207792208,2867.61038961039,2381.61038961039,"Pole"
"3%20(353).JPG",1209.7402597402597,2310.0779220779223,2080.753246753247,3505.090909090909,"Transformer"
"3%20(353).JPG",2059.714285714286,1851.4285714285716,2493.1168831168834,3841.714285714286,"Pole"
"3%20(358).JPG",2270.103896103896,2154.3896103896104,3040.12987012987,3282.0779220779223,"Transformer"
"3%20(358).JPG",2415.2727272727275,1098.2337662337663,2817.1168831168834,3871.1688311688313,"Pole"
